sedol,bbcode,LOTSIZE,STATUS,CURNY,PRICECLOSE,beta,sector,sector name,group,group name,exchange_rate
B0N6Y91,3336 HK Equity,2000,ACTV,HKD,5.1,0.6756822,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
B0NLT68,PACH SP Equity,1000,ACTV,SGD,0.043,0.877853,35,Health Care,3510,Health Care Equipment & Servic,0.8002
B0PB4M7,823 HK Equity,500,ACTV,HKD,42.85,0.5864804,40,Financials,4040,Real Estate,0.12901
B0PH5N3,489 HK Equity,2000,ACTV,HKD,13.6,0.9644066,25,Consumer Discretionary,2510,Automobiles & Components,0.12901
B0PQDS1,SHTE SP Equity,1000,ACTV,SGD,0.071,#N/A N/A,20,Industrials,2010,Capital Goods,0.8002
B0PR2F4,3383 HK Equity,2000,ACTV,HKD,6.4,1.15862,40,Financials,4040,Real Estate,0.12901
B0PR2N2,1025 HK Equity,1000,ACTV,HKD,6.97,0.8840906,30,Consumer Staples,3010,Food & Staples Retailing,0.12901
B0PVBN7,808 HK Equity,1000,ACTV,HKD,2.66,0.6734965,40,Financials,4040,Real Estate,0.12901
B0Q74D5,8167 HK Equity,4000,ACTV,HKD,0.35,0.4367255,25,Consumer Discretionary,2540,Media,0.12901
B0R3TR1,SINJ SP Equity,1000,ACTV,SGD,0.23,0.6826908,15,Materials,1510,Materials,0.8002
B0R5JK0,206 HK Equity,1000,ACTV,HKD,3.48,0.7193184,10,Energy,1010,Energy,0.12901
B0R8XW9,2662 HK Equity,2000,ACTV,HKD,0.36,0.2906013,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
B0RJCG9,425 HK Equity,2000,ACTV,HKD,15.34,0.8803561,25,Consumer Discretionary,2510,Automobiles & Components,0.12901
B0S6MM5,CESS SP Equity,1000,ACTV,SGD,0.013,1.957438,30,Consumer Staples,3020,Food Beverage & Tobacco,0.8002
B0SC245,8058 HK Equity,2000,ACTV,HKD,11.04,0.9661945,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
B0SK7Y4,95 HK Equity,4000,ACTV,HKD,2.96,0.2750462,40,Financials,4040,Real Estate,0.12901
B0SKB31,3398 HK Equity,2000,ACTV,HKD,0.4,0.5790954,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B0SY092,3378 HK Equity,2000,ACTV,HKD,1.43,0.9556279,20,Industrials,2030,Transportation,0.12901
B0T4J94,3393 HK Equity,2000,ACTV,HKD,6.57,0.9431426,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
B0T4KC4,3318 HK Equity,2000,ACTV,HKD,1.3,0.3642089,15,Materials,1510,Materials,0.12901
B0TLGM7,405 HK Equity,1000,ACTV,HKD,3.83,0.6437602,40,Financials,4040,Real Estate,0.12901
B0TP5H7,193 HK Equity,5000,ACTV,HKD,0.21,0.4494843,25,Consumer Discretionary,2530,Consumer Services,0.12901
B0TP5P5,1203 HK Equity,2000,ACTV,HKD,1.15,0.6774309,15,Materials,1510,Materials,0.12901
B0W32Z5,2398 HK Equity,2000,ACTV,HKD,2.44,0.7244566,20,Industrials,2010,Capital Goods,0.12901
B0W3C66,3330 HK Equity,2000,ACTV,HKD,1.6,1.018084,15,Materials,1510,Materials,0.12901
B0WC2B8,2689 HK Equity,1000,ACTV,HKD,6.36,1.454209,15,Materials,1510,Materials,0.12901
B0WCDT3,COS SP Equity,1000,ACTV,SGD,0.68,0.8526786,20,Industrials,2010,Capital Goods,0.8002
B0XGGF1,MYP SP Equity,1000,ACTV,SGD,0.188,0.8504173,40,Financials,4040,Real Estate,0.8002
B0XNYN6,339 HK Equity,10000,ACTV,HKD,1.59,0.7013144,40,Financials,4020,Diversified Financials,0.12901
B0XP9Q0,2788 HK Equity,2000,ACTV,HKD,0.94,0.3411363,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B0XPS07,919 HK Equity,4000,ACTV,HKD,0.53,0.4643532,25,Consumer Discretionary,2530,Consumer Services,0.12901
B0Y91C1,3323 HK Equity,2000,ACTV,HKD,7.65,1.386362,15,Materials,1510,Materials,0.12901
B0YC6K3,851 HK Equity,10000,ACTV,HKD,0.49,0.35496,20,Industrials,2010,Capital Goods,0.12901
B0Z1B71,752 HK Equity,2000,ACTV,HKD,1.77,0.6019701,25,Consumer Discretionary,2540,Media,0.12901
B0Z7YT2,LUBC SP Equity,1000,ACTV,SGD,0.043,0.3036657,30,Consumer Staples,3020,Food Beverage & Tobacco,0.8002
B0ZC0B1,1292 HK Equity,1000,ACTV,HKD,8.82,0.5971197,20,Industrials,2030,Transportation,0.12901
B0ZGT38,8247 HK Equity,2000,ACTV,HKD,3.78,0.2119828,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
B0ZL5L3,840 HK Equity,2000,ACTV,HKD,0.79,0.7848482,20,Industrials,2010,Capital Goods,0.12901
B0ZSH52,2626 HK Equity,2000,ACTV,HKD,3,0.6305432,15,Materials,1510,Materials,0.12901
B1006V9,651 HK Equity,5000,ACTV,HKD,0.375,0.2601912,20,Industrials,2010,Capital Goods,0.12901
B10GQN9,DIGI SP Equity,1000,ACTV,SGD,0.001,1.863946,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
B10S732,FABC SP Equity,1000,ACTV,SGD,0.092,#N/A N/A,15,Materials,1510,Materials,0.8002
B10S7M1,3308 HK Equity,1000,ACTV,HKD,10.96,0.9982848,25,Consumer Discretionary,2550,Retailing,0.12901
B10SSL7,ART SP Equity,1000,ACTV,SGD,1.215,0.7604611,40,Financials,4040,Real Estate,0.8002
B10SYQ4,CAO SP Equity,1000,ACTV,SGD,0.815,0.6936409,10,Energy,1010,Energy,0.8002
B11HJT8,FCOT SP Equity,1000,ACTV,SGD,1.38,0.663928,40,Financials,4040,Real Estate,0.8002
B11XYN5,707 HK Equity,2000,ACTV,HKD,0.27,0.9409741,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B11Y4Y9,3355 HK Equity,2000,ACTV,HKD,0.485,0.501662,45,Information Technology,4530,Semiconductors & Semiconductor,0.12901
B11Z226,1051 HK Equity,3000,ACTV,HKD,0.217,0.98188,15,Materials,1510,Materials,0.12901
B1218R0,BWPM SP Equity,1000,ACTV,SGD,0.35,0.5693355,20,Industrials,2010,Capital Goods,0.8002
B12GGP9,SOR SP Equity,1000,ACTV,SGD,0.525,#N/A N/A,20,Industrials,2010,Capital Goods,0.8002
B12L881,2345 HK Equity,2000,ACTV,HKD,1.27,0.4778903,20,Industrials,2010,Capital Goods,0.12901
B12RQH4,KREIT SP Equity,1000,ACTV,SGD,1.245,0.7904061,40,Financials,4040,Real Estate,0.8002
B12S440,ADV SP Equity,1000,ACTV,SGD,0.21,0.8970782,10,Energy,1010,Energy,0.8002
B12YMD3,2880 HK Equity,2000,ACTV,HKD,2.22,0.8967062,20,Industrials,2030,Transportation,0.12901
B138S25,SING SP Equity,1000,ACTV,SGD,0.37,0.7502168,40,Financials,4040,Real Estate,0.8002
B13ZG99,JIUC SP Equity,1000,ACTV,SGD,0.065,0.8960321,15,Materials,1510,Materials,0.8002
B1479R3,LOREN SP Equity,1000,ACTV,SGD,0.067,0.8284974,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.8002
B14SLW5,GALV SP Equity,1000,ACTV,SGD,0.28,1.130947,20,Industrials,2010,Capital Goods,0.8002
B14SLY7,HENG SP Equity,1000,ACTV,SGD,0.192,#N/A N/A,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
B14VKP0,235 HK Equity,5000,ACTV,HKD,0.189,1.153381,20,Industrials,2010,Capital Goods,0.12901
B14WZ14,1057 HK Equity,2000,ACTV,HKD,9.82,1.078784,25,Consumer Discretionary,2510,Automobiles & Components,0.12901
B14WZ47,2778 HK Equity,1000,ACTV,HKD,3.58,0.5399609,40,Financials,4040,Real Estate,0.12901
B1528K3,1105 HK Equity,2000,ACTV,HKD,1.11,0.4692931,25,Consumer Discretionary,2540,Media,0.12901
B1528Y7,3382 HK Equity,2000,ACTV,HKD,1.28,0.9391182,20,Industrials,2030,Transportation,0.12901
B154564,3988 HK Equity,1000,ACTV,HKD,3.66,1.186251,40,Financials,4010,Banks,0.12901
B15F664,THBEV SP Equity,1000,ACTV,SGD,0.63,0.9140565,30,Consumer Staples,3020,Food Beverage & Tobacco,0.8002
B15T2P7,979 HK Equity,2000,ACTV,HKD,0.495,0.7304862,20,Industrials,2010,Capital Goods,0.12901
B168CV9,BTH SP Equity,1000,ACTV,SGD,0.63,0.6016258,25,Consumer Discretionary,2530,Consumer Services,0.8002
B16J6R6,549 HK Equity,2000,ACTV,HKD,0.75,1.212523,15,Materials,1510,Materials,0.12901
B16NHT7,272 HK Equity,500,ACTV,HKD,2.09,1.200678,40,Financials,4040,Real Estate,0.12901
B16YNS1,813 HK Equity,500,ACTV,HKD,17.28,1.288423,40,Financials,4040,Real Estate,0.12901
B17KC69,WIL SP Equity,1000,ACTV,SGD,3.22,0.7460823,30,Consumer Staples,3020,Food Beverage & Tobacco,0.8002
B17KMY7,YLLG SP Equity,1000,ACTV,SGD,1.19,1.122228,40,Financials,4040,Real Estate,0.8002
B17MXJ5,818 HK Equity,3000,ACTV,HKD,1.92,1.092323,45,Information Technology,4510,Software & Services,0.12901
B17N9P6,3900 HK Equity,500,ACTV,HKD,8.39,1.373029,40,Financials,4040,Real Estate,0.12901
B17NLV6,FNN SP Equity,1000,ACTV,SGD,2.97,0.4900614,30,Consumer Staples,3020,Food Beverage & Tobacco,0.8002
B17NX87,352 HK Equity,2000,ACTV,HKD,1.29,0.2075965,40,Financials,4040,Real Estate,0.12901
B17NZ47,FCT SP Equity,1000,ACTV,SGD,1.88,0.7226828,40,Financials,4040,Real Estate,0.8002
B189FL1,PTRS SP Equity,1000,ACTV,SGD,0.144,0.1242561,20,Industrials,2010,Capital Goods,0.8002
B18TLR9,CREIT SP Equity,1000,ACTV,SGD,0.715,0.6798128,40,Financials,4040,Real Estate,0.8002
B19H8Y8,2777 HK Equity,400,ACTV,HKD,10.98,1.165002,40,Financials,4040,Real Estate,0.12901
B19HK75,689 HK Equity,10000,ACTV,HKD,0.182,0.6656836,10,Energy,1010,Energy,0.12901
B19ZPQ3,YOMA SP Equity,1000,ACTV,SGD,0.67,1.002585,20,Industrials,2010,Capital Goods,0.8002
B1BQJ84,305 HK Equity,10000,ACTV,HKD,0.55,0.7004176,25,Consumer Discretionary,2510,Automobiles & Components,0.12901
B1CNDB5,STH SP Equity,1000,ACTV,SGD,4.1,0.6643566,50,Telecommunication Services,5010,Telecommunication Services,0.8002
B1CNF08,3322 HK Equity,2000,ACTV,HKD,0.98,0.5291455,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B1CRLF7,PLAS SP Equity,1000,ACTV,SGD,0.013,0.7473783,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.8002
B1CWSX9,CBEAR SP Equity,1000,ACTV,SGD,0.045,0.4908746,20,Industrials,2010,Capital Goods,0.8002
B1DN3X6,3983 HK Equity,2000,ACTV,HKD,3.93,0.9221944,15,Materials,1510,Materials,0.12901
B1DYPZ5,3968 HK Equity,500,ACTV,HKD,15.4,1.301353,40,Financials,4010,Banks,0.12901
B1F2XD1,3303 HK Equity,2000,ACTV,HKD,2.86,1.072915,10,Energy,1010,Energy,0.12901
B1F3QY6,814 HK Equity,1000,ACTV,HKD,2.11,0.813067,30,Consumer Staples,3010,Food & Staples Retailing,0.12901
B1FDC37,PANH SP Equity,1000,ACTV,SGD,0.181,#N/A N/A,40,Financials,4040,Real Estate,0.8002
B1FDCC6,585 HK Equity,8000,ACTV,HKD,0.181,0.626146,25,Consumer Discretionary,2540,Media,0.12901
B1FHT94,637 HK Equity,2000,ACTV,HKD,0.83,0.5721911,20,Industrials,2010,Capital Goods,0.12901
B1FM676,320 HK Equity,2000,ACTV,HKD,0.71,0.6087018,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
B1FMSL4,BS SP Equity,1000,ACTV,SGD,5.99,0.8301259,40,Financials,4040,Real Estate,0.8002
B1FMTB1,952 HK Equity,10000,ACTV,HKD,0.59,0.6423073,40,Financials,4020,Diversified Financials,0.12901
B1FPR27,CKANG SP Equity,1000,ACTV,SGD,0.086,#N/A N/A,30,Consumer Staples,3020,Food Beverage & Tobacco,0.8002
B1FQ7Y2,558 HK Equity,2500,ACTV,HKD,0.82,0.5484747,20,Industrials,2010,Capital Goods,0.12901
B1FSLP7,988 HK Equity,3000,ACTV,HKD,0.51,0.6314248,15,Materials,1510,Materials,0.12901
B1FSSM3,3918 HK Equity,2000,ACTV,HKD,6.49,0.7429386,25,Consumer Discretionary,2530,Consumer Services,0.12901
B1FV3T4,530 HK Equity,10000,ACTV,HKD,3,0.5986375,40,Financials,4020,Diversified Financials,0.12901
B1FWGM1,1218 HK Equity,1000,ACTV,HKD,4.26,0.5835287,40,Financials,4040,Real Estate,0.12901
B1G16W7,GEMS SP Equity,1000,SUSP,SGD,#N/A N/A,#N/A N/A,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.8002
B1G16Z0,RSTON SP Equity,1000,ACTV,SGD,0.93,0.475116,20,Industrials,2020,Commercial & Professional Serv,0.8002
B1G1QD8,1398 HK Equity,1000,ACTV,HKD,5.23,1.135914,40,Financials,4010,Banks,0.12901
B1G2FL2,8279 HK Equity,4000,ACTV,HKD,1.43,0.9194781,45,Information Technology,4510,Software & Services,0.12901
B1G2XT6,RLS SP Equity,1000,ACTV,SGD,0.355,1.339591,25,Consumer Discretionary,2530,Consumer Services,0.8002
B1G3KZ4,609 HK Equity,4000,ACTV,HKD,1.49,0.4457291,15,Materials,1510,Materials,0.12901
B1GF2L0,TEX SP Equity,1000,SUSP,SGD,#N/A N/A,#N/A N/A,15,Materials,1510,Materials,0.8002
B1GF2M1,OUHUA SP Equity,1000,ACTV,SGD,0.02,#N/A N/A,10,Energy,1010,Energy,0.8002
B1GGM68,SWIB SP Equity,1000,ACTV,SGD,0.49,0.6330305,10,Energy,1010,Energy,0.8002
B1GHRM2,79 HK Equity,4000,ACTV,HKD,0.495,0.6780743,20,Industrials,2010,Capital Goods,0.12901
B1H5082,1818 HK Equity,500,ACTV,HKD,5.24,1.059571,15,Materials,1510,Materials,0.12901
B1HDLK5,839 HK Equity,1000,ACTV,HKD,1.79,0.9500602,10,Energy,1010,Energy,0.12901
B1HHFV6,1888 HK Equity,500,ACTV,HKD,3.3,0.9460954,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
B1HL3P8,CRCT SP Equity,1000,ACTV,SGD,1.59,0.9767288,40,Financials,4040,Real Estate,0.8002
B1HP6G2,1868 HK Equity,500,SUSP,HKD,1.57,0.5040154,20,Industrials,2010,Capital Goods,0.12901
B1HVJ16,552 HK Equity,2000,ACTV,HKD,3.76,0.702416,50,Telecommunication Services,5010,Telecommunication Services,0.12901
B1JKTQ6,1800 HK Equity,1000,ACTV,HKD,5.85,1.18495,20,Industrials,2010,Capital Goods,0.12901
B1JMG16,477 HK Equity,4000,ACTV,HKD,1.14,0.6240591,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B1JNK84,1898 HK Equity,1000,ACTV,HKD,4.94,1.100115,10,Energy,1010,Energy,0.12901
B1JP6V5,509 HK Equity,5000,ACTV,HKD,1.07,0.5324191,15,Materials,1510,Materials,0.12901
B1JXKZ1,2006 HK Equity,2000,ACTV,HKD,2.5,0.7582372,25,Consumer Discretionary,2530,Consumer Services,0.12901
B1KJF86,528 HK Equity,2000,ACTV,HKD,1.35,0.1915445,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B1KKRP0,CEGY SP Equity,1000,ACTV,SGD,0.051,1.300494,15,Materials,1510,Materials,0.8002
B1KR438,435 HK Equity,1000,ACTV,HKD,3.31,0.5960104,40,Financials,4040,Real Estate,0.12901
B1KYL61,1388 HK Equity,1000,ACTV,HKD,4.3,0.6695072,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B1L07R1,182 HK Equity,10000,ACTV,HKD,0.61,0.8611161,20,Industrials,2010,Capital Goods,0.12901
B1L0H71,FIRT SP Equity,1000,ACTV,SGD,1.215,1.028816,40,Financials,4040,Real Estate,0.8002
B1L2RC2,1882 HK Equity,1000,ACTV,HKD,18.4,0.7343491,20,Industrials,2010,Capital Goods,0.12901
B1L2YS7,428 HK Equity,2000,ACTV,HKD,4,0.4618455,40,Financials,4020,Diversified Financials,0.12901
B1L3CH5,1399 HK Equity,2000,ACTV,HKD,1.27,0.359971,30,Consumer Staples,3030,Household & Personal Products,0.12901
B1L3WW0,1899 HK Equity,1000,ACTV,HKD,3.08,1.041918,25,Consumer Discretionary,2510,Automobiles & Components,0.12901
B1L3XL6,3898 HK Equity,500,ACTV,HKD,27.5,1.196798,20,Industrials,2010,Capital Goods,0.12901
B1L6NT3,8068 HK Equity,20000,ACTV,HKD,0.28,0.7490324,20,Industrials,2020,Commercial & Professional Serv,0.12901
B1LHFP6,1808 HK Equity,2000,ACTV,HKD,0.3,0.3949156,45,Information Technology,4510,Software & Services,0.12901
B1LJQQ0,HIAP SP Equity,1000,ACTV,SGD,0.86,0.8000911,40,Financials,4040,Real Estate,0.8002
B1LYG76,1224 HK Equity,1000,ACTV,HKD,1.69,1.144855,40,Financials,4040,Real Estate,0.12901
B1MG132,SVC SP Equity,1000,ACTV,SGD,0.495,1.262504,15,Materials,1510,Materials,0.8002
B1NHRG9,1889 HK Equity,2500,ACTV,HKD,0.42,0.8057876,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
B1P1JS5,546 HK Equity,1000,ACTV,HKD,2.95,0.8077553,15,Materials,1510,Materials,0.12901
B1P31B8,CITY SP Equity,1000,ACTV,SGD,0.51,0.5981622,55,Utilities,5510,Utilities,0.8002
B1P70H9,3933 HK Equity,2000,ACTV,HKD,5.55,0.8052025,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
B1PB3K5,UMS SP Equity,1000,ACTV,SGD,0.054,1.256848,15,Materials,1510,Materials,0.8002
B1PLHJ2,717 HK Equity,6000,ACTV,HKD,0.475,0.7049107,40,Financials,4020,Diversified Financials,0.12901
B1QDWP8,3389 HK Equity,4000,ACTV,HKD,1.33,0.9335293,25,Consumer Discretionary,2550,Retailing,0.12901
B1QH443,KSHH SP Equity,1000,ACTV,SGD,0.535,0.7693771,20,Industrials,2010,Capital Goods,0.8002
B1QHDZ7,1886 HK Equity,500,ACTV,HKD,3.66,0.2434638,30,Consumer Staples,3020,Food Beverage & Tobacco,0.12901
B1QNF48,IFAR SP Equity,1000,ACTV,SGD,0.885,0.9777812,30,Consumer Staples,3020,Food Beverage & Tobacco,0.8002
B1QY4Q6,1838 HK Equity,1000,ACTV,HKD,1.68,0.6445964,40,Financials,4040,Real Estate,0.12901
B1S9KF0,FSLT SP Equity,1000,ACTV,SGD,0.088,#N/A N/A,40,Financials,4020,Diversified Financials,0.8002
B1SDTC2,1991 HK Equity,2000,ACTV,HKD,0.46,0.43608,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
B1SGKZ1,70 HK Equity,10000,ACTV,HKD,0.17,0.8880538,25,Consumer Discretionary,2530,Consumer Services,0.12901
B1TL3R8,1169 HK Equity,1000,ACTV,HKD,22.8,0.8776062,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B1TLR65,606 HK Equity,1000,ACTV,HKD,3.46,1.108432,30,Consumer Staples,3020,Food Beverage & Tobacco,0.12901
B1TNRD8,538 HK Equity,1000,ACTV,HKD,6.1,0.2810878,25,Consumer Discretionary,2530,Consumer Services,0.12901
B1VKYN6,2007 HK Equity,1000,ACTV,HKD,3.78,1.416402,40,Financials,4040,Real Estate,0.12901
B1VKZ88,1883 HK Equity,1000,ACTV,HKD,2.85,0.8718677,50,Telecommunication Services,5010,Telecommunication Services,0.12901
B1VL1X8,185 HK Equity,10000,ACTV,HKD,0.33,0.2687178,25,Consumer Discretionary,2530,Consumer Services,0.12901
B1VL1Y9,2886 HK Equity,4000,ACTV,HKD,0.455,0.3409453,55,Utilities,5510,Utilities,0.12901
B1VMDH9,1881 HK Equity,1000,ACTV,HKD,2.12,0.4952079,40,Financials,4040,Real Estate,0.12901
B1VNRV4,VALUE SP Equity,1000,ACTV,SGD,0.54,0.7270566,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
B1VQ5C0,KEP SP Equity,1000,ACTV,SGD,10.84,0.8112993,20,Industrials,2010,Capital Goods,0.8002
B1VRCG6,3993 HK Equity,1000,ACTV,HKD,5.26,1.02249,15,Materials,1510,Materials,0.12901
B1VT035,YZJSGD SP Equity,1000,ACTV,SGD,1.125,0.8946306,20,Industrials,2010,Capital Goods,0.8002
B1W0J96,1102 HK Equity,2000,ACTV,HKD,0.138,0.8345957,45,Information Technology,4510,Software & Services,0.12901
B1W0JF2,998 HK Equity,1000,ACTV,HKD,5.05,1.350298,40,Financials,4010,Banks,0.12901
B1W7DT5,FLFT SP Equity,1000,ACTV,SGD,0.014,1.333479,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.8002
B1WC497,469 HK Equity,4000,ACTV,HKD,0.33,-0.2517741,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
B1WHG18,RMT SP Equity,1000,ACTV,SGD,0.295,0.5826351,20,Industrials,2030,Transportation,0.8002
B1WJ4X2,1880 HK Equity,1000,ACTV,HKD,9.55,1.338439,25,Consumer Discretionary,2550,Retailing,0.12901
B1WKCW0,DLNG SP Equity,1000,ACTV,SGD,0.24,1.405696,15,Materials,1510,Materials,0.8002
B1WMKV1,CYBP SP Equity,1000,ACTV,SGD,0.13,-0.1440516,40,Financials,4040,Real Estate,0.8002
B1WMLF2,1382 HK Equity,1000,ACTV,HKD,10.36,0.391314,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B1WSGK0,1132 HK Equity,5000,ACTV,HKD,0.49,0.5544636,25,Consumer Discretionary,2540,Media,0.12901
B1WSGT9,1222 HK Equity,20000,ACTV,HKD,0.265,0.5702705,40,Financials,4040,Real Estate,0.12901
B1WSH52,497 HK Equity,10000,ACTV,HKD,0.345,0.6605684,40,Financials,4040,Real Estate,0.12901
B1XBPZ6,CFG SP Equity,1000,ACTV,SGD,0.365,0.8158972,30,Consumer Staples,3020,Food Beverage & Tobacco,0.8002
B1XCJB3,811 HK Equity,1000,ACTV,HKD,6.37,0.6320277,25,Consumer Discretionary,2550,Retailing,0.12901
B1XCRM0,602 HK Equity,2500,ACTV,HKD,0.385,0.7316409,30,Consumer Staples,3010,Food & Staples Retailing,0.12901
B1XDJC7,819 HK Equity,2000,ACTV,HKD,2.83,0.7089134,25,Consumer Discretionary,2510,Automobiles & Components,0.12901
B1XFBJ4,TVL SP Equity,1000,ACTV,SGD,0.16,#N/A N/A,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.8002
B1XFLM7,DTAC SP Equity,200,ACTV,USD,3.08,#N/A N/A,50,Telecommunication Services,5010,Telecommunication Services,1
B1XK9W8,SOUP SP Equity,1000,ACTV,SGD,0.23,0.4809985,25,Consumer Discretionary,2530,Consumer Services,0.8002
B1XZSV5,660 HK Equity,10000,ACTV,HKD,0.054,0.8603005,30,Consumer Staples,3020,Food Beverage & Tobacco,0.12901
B1Y4NX8,1386 HK Equity,1000,ACTV,HKD,0.41,1.09933,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B1Y9JD5,SGH SP Equity,1000,ACTV,SGD,0.27,0.5298831,20,Industrials,2010,Capital Goods,0.8002
B1YBF00,1813 HK Equity,500,ACTV,HKD,5.69,1.309184,40,Financials,4040,Real Estate,0.12901
B1YBT08,2382 HK Equity,1000,ACTV,HKD,9.69,0.8478879,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
B1YC2B3,658 HK Equity,1000,ACTV,HKD,5.99,0.9201195,20,Industrials,2010,Capital Goods,0.12901
B1YC514,AVIT SP Equity,1000,ACTV,SGD,0.062,#N/A N/A,45,Information Technology,4530,Semiconductors & Semiconductor,0.8002
B1YCCP7,760 HK Equity,15000,ACTV,HKD,0.094,0.5925305,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
B1YCCW4,703 HK Equity,6000,ACTV,HKD,4.1,0.789692,25,Consumer Discretionary,2530,Consumer Services,0.12901
B1YVKN8,2020 HK Equity,1000,ACTV,HKD,14.46,0.9400116,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B1YWH41,822 HK Equity,2000,ACTV,HKD,1.07,0.488957,20,Industrials,2010,Capital Goods,0.12901
B1YWL94,CXLX SP Equity,1000,SUSP,SGD,0.42,0.7661362,15,Materials,1510,Materials,0.8002
B1YY640,CSMS SP Equity,1000,ACTV,SGD,0.45,0.347021,10,Energy,1010,Energy,0.8002
B1YZ9N3,573 HK Equity,1000,ACTV,HKD,4.45,0.4294023,25,Consumer Discretionary,2530,Consumer Services,0.12901
B1Z4S76,1155 HK Equity,1000,ACTV,HKD,0.76,0.7910492,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
B1Z5F78,8005 HK Equity,4000,ACTV,HKD,0.92,0.3354751,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B1Z6560,1836 HK Equity,500,ACTV,HKD,21.95,0.5882773,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
B1Z69H9,825 HK Equity,1000,ACTV,HKD,3.57,0.5274266,25,Consumer Discretionary,2550,Retailing,0.12901
B1Z75Y1,1997 HK Equity,1000,ACQU,HKD,1.79,0.4237484,45,Information Technology,4530,Semiconductors & Semiconductor,0.12901
B1Z7648,3331 HK Equity,1000,ACTV,HKD,12.82,0.8437498,30,Consumer Staples,3030,Household & Personal Products,0.12901
B1Z7FX0,656 HK Equity,500,ACTV,HKD,9.65,0.8803087,15,Materials,1510,Materials,0.12901
B1Z81H9,CSSC SP Equity,1000,ACTV,SGD,0.32,0.5695869,15,Materials,1510,Materials,0.8002
B1Z98B5,569 HK Equity,1000,ACTV,HKD,1.61,1.036571,20,Industrials,2010,Capital Goods,0.12901
B1ZBWH5,SECO SP Equity,1000,ACTV,SGD,0.057,#N/A N/A,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.8002
B235Z55,CSPORT SP Equity,1000,ACTV,SGD,0.033,1.181998,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.8002
B236JB2,826 HK Equity,2000,ACTV,HKD,1.67,1.124807,15,Materials,1510,Materials,0.12901
B23DMQ9,AIT SP Equity,1000,ACTV,SGD,0.815,0.7871467,40,Financials,4040,Real Estate,0.8002
B23JK41,YXI SP Equity,1000,ACTV,SGD,0.027,#N/A N/A,15,Materials,1510,Materials,0.8002
B23NHD1,DTECH SP Equity,1000,ACTV,SGD,0.265,#N/A N/A,20,Industrials,2020,Commercial & Professional Serv,0.8002
B23SH70,CHC SP Equity,1000,ACTV,SGD,0.008,#N/A N/A,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.8002
B23TGR6,817 HK Equity,2000,ACTV,HKD,2.16,0.7890584,40,Financials,4040,Real Estate,0.12901
B23WXW9,PREIT SP Equity,1000,ACTV,SGD,2.37,0.778577,40,Financials,4040,Real Estate,0.8002
B246JY4,3823 HK Equity,2000,ACTV,HKD,4.48,0.4553221,20,Industrials,2010,Capital Goods,0.12901
B2471B8,1393 HK Equity,1000,ACTV,HKD,1.02,1.151881,10,Energy,1010,Energy,0.12901
B247M48,3883 HK Equity,1000,ACTV,HKD,1.42,0.6688129,40,Financials,4040,Real Estate,0.12901
B24CVP7,3377 HK Equity,500,ACTV,HKD,4.43,1.210729,40,Financials,4040,Real Estate,0.12901
B24F1J0,3889 HK Equity,2000,ACTV,HKD,0.4,0.4402222,30,Consumer Staples,3020,Food Beverage & Tobacco,0.12901
