sedol,bbcode,LOTSIZE,STATUS,CURNY,PRICECLOSE,beta,sector,sector name,group,group name,exchange_rate
6234988,GRAN SP Equity,1000,ACTV,SGD,1.35,0.5856073,25,Consumer Discretionary,2530,Consumer Services,0.8002
6235000,GE SP Equity,1000,ACTV,SGD,22.57,0.7682978,40,Financials,4030,Insurance,0.8002
6235367,32 HK Equity,1000,ACTV,HKD,6.54,0.4170114,25,Consumer Discretionary,2530,Consumer Services,0.12901
6235572,121 HK Equity,10000,ACTV,HKD,0.195,0.7310621,30,Consumer Staples,3010,Food & Staples Retailing,0.12901
6236304,LKT SP Equity,1000,ACTV,SGD,0.9,0.5272076,40,Financials,4040,Real Estate,0.8002
6241096,PAV SP Equity,1000,ACTV,SGD,0.12,-0.06731665,25,Consumer Discretionary,2530,Consumer Services,0.8002
6241494,599 HK Equity,2000,ACTV,HKD,0.66,0.4984995,20,Industrials,2010,Capital Goods,0.12901
6241546,FEH SP Equity,1000,ACTV,SGD,0.365,0.707348,30,Consumer Staples,3020,Food Beverage & Tobacco,0.8002
6241847,LEE SP Equity,1000,ACTV,SGD,0.37,0.7594934,15,Materials,1510,Materials,0.8002
6242260,JCNC SP Equity,1000,ACTV,SGD,44.72,1.508712,25,Consumer Discretionary,2550,Retailing,0.8002
6242378,STL SP Equity,1000,ACTV,SGD,0.58,0.7257759,25,Consumer Discretionary,2530,Consumer Services,0.8002
6242408,1005 HK Equity,2000,ACTV,HKD,1.78,0.5687722,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6243586,SATS SP Equity,1000,ACTV,SGD,2.99,0.4913839,20,Industrials,2030,Transportation,0.8002
6243597,SIE SP Equity,1000,ACTV,SGD,4.59,0.5815015,20,Industrials,2030,Transportation,0.8002
6246176,JACK SP Equity,1000,ACTV,SGD,0.1,#N/A N/A,25,Consumer Discretionary,2550,Retailing,0.8002
6249799,440 HK Equity,400,ACTV,HKD,43.45,0.6572518,40,Financials,4010,Banks,0.12901
6253206,DT SP Equity,1000,ACTV,SGD,0.153,0.5674518,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6254094,TREK SP Equity,1000,ACTV,SGD,0.22,0.5792412,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6254373,PNE SP Equity,1000,ACTV,SGD,0.18,#N/A N/A,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6256658,600 HK Equity,2000,ACTV,HKD,0.128,0.8077739,40,Financials,4040,Real Estate,0.12901
6258096,ACH SP Equity,1000,ACTV,SGD,0.052,0.5318849,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6258223,TAT SP Equity,1000,ACTV,SGD,0.84,0.9497381,20,Industrials,2010,Capital Goods,0.8002
6259271,ABT SP Equity,1000,ACTV,SGD,0.775,0.1537833,20,Industrials,2010,Capital Goods,0.8002
6260336,ADDV SP Equity,1000,ACTV,SGD,0.112,1.940202,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6261050,1118 HK Equity,10000,ACTV,HKD,0.93,0.6150993,15,Materials,1510,Materials,0.12901
6261492,859 HK Equity,2000,ACTV,HKD,0.88,0.2559566,40,Financials,4040,Real Estate,0.12901
6262387,HLHG SP Equity,1000,ACTV,SGD,0.018,1.024466,40,Financials,4040,Real Estate,0.8002
6263056,2008 HK Equity,2000,ACTV,HKD,2.72,0.710262,25,Consumer Discretionary,2540,Media,0.12901
6263681,TTI SP Equity,1000,ACTV,SGD,0.168,0.8640762,25,Consumer Discretionary,2550,Retailing,0.8002
6263830,762 HK Equity,2000,ACTV,HKD,12.76,0.9900507,50,Telecommunication Services,5010,Telecommunication Services,0.12901
6264048,966 HK Equity,200,ACTV,HKD,16.52,1.392947,40,Financials,4030,Insurance,0.12901
6264888,BLUM SP Equity,1000,ACTV,SGD,0.04,1.514335,20,Industrials,2020,Commercial & Professional Serv,0.8002
6266851,113 HK Equity,500,ACTV,HKD,4.39,0.4974056,25,Consumer Discretionary,2550,Retailing,0.12901
6267092,724 HK Equity,10000,ACTV,HKD,0.05,0.3489788,45,Information Technology,4530,Semiconductors & Semiconductor,0.12901
6267359,388 HK Equity,100,ACTV,HKD,179.2,1.143777,40,Financials,4020,Diversified Financials,0.12901
6267702,ELL SP Equity,1000,ACTV,SGD,0.096,0.9187991,45,Information Technology,4530,Semiconductors & Semiconductor,0.8002
6268084,8061 HK Equity,20000,ACTV,HKD,0.075,0.715584,50,Telecommunication Services,5010,Telecommunication Services,0.12901
6269708,GPACK SP Equity,1000,ACTV,SGD,2.48,0.3874596,15,Materials,1510,Materials,0.8002
6269805,KONE SP Equity,1000,ACTV,SGD,0.2,0.664687,40,Financials,4020,Diversified Financials,0.8002
6272041,BRC SP Equity,1000,ACTV,SGD,0.184,0.5606208,20,Industrials,2010,Capital Goods,0.8002
6272319,JAD SP Equity,1000,ACTV,SGD,0.053,0.6397884,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6274456,MRT SP Equity,1000,ACTV,SGD,1.58,0.5423973,20,Industrials,2030,Transportation,0.8002
6278566,1072 HK Equity,200,ACTV,HKD,13.98,1.199526,20,Industrials,2010,Capital Goods,0.12901
6279859,EYSAN SP Equity,1000,ACTV,SGD,0.825,0.423471,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.8002
6279871,111 HK Equity,2000,ACTV,HKD,2.04,0.609835,40,Financials,4020,Diversified Financials,0.12901
6280011,557 HK Equity,2000,ACTV,HKD,1.63,0.5120814,25,Consumer Discretionary,2530,Consumer Services,0.12901
6280129,STRA SP Equity,1000,ACTV,SGD,0.02,0.3693666,45,Information Technology,4510,Software & Services,0.8002
6280334,OSIM SP Equity,1000,ACTV,SGD,2.76,0.5897862,25,Consumer Discretionary,2550,Retailing,0.8002
6280550,681 HK Equity,2000,ACTV,HKD,0.198,0.811603,10,Energy,1010,Energy,0.12901
6280743,1385 HK Equity,2000,ACTV,HKD,6.81,0.3719157,45,Information Technology,4530,Semiconductors & Semiconductor,0.12901
6281445,CHLD SP Equity,1000,ACTV,SGD,0.142,0.979519,20,Industrials,2020,Commercial & Professional Serv,0.8002
6282040,709 HK Equity,2000,ACTV,HKD,4.42,0.7202083,25,Consumer Discretionary,2550,Retailing,0.12901
6285083,292 HK Equity,10000,ACTV,HKD,1.16,0.6093983,25,Consumer Discretionary,2530,Consumer Services,0.12901
6285607,202 HK Equity,5000,ACTV,HKD,0.37,0.4721155,20,Industrials,2010,Capital Goods,0.12901
6286053,MIYO SP Equity,1000,ACTV,SGD,0.063,1.3263,20,Industrials,2010,Capital Goods,0.8002
6286064,EZI SP Equity,1000,ACTV,SGD,2.08,0.8290416,10,Energy,1010,Energy,0.8002
6286172,BOARD SP Equity,1000,ACTV,SGD,0.58,#N/A N/A,20,Industrials,2020,Commercial & Professional Serv,0.8002
6286224,TRANSV SP Equity,1000,ACTV,SGD,0.129,0.2541909,25,Consumer Discretionary,2550,Retailing,0.8002
6286257,494 HK Equity,2000,ACTV,HKD,10.42,0.7515041,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6286956,VIB SP Equity,1000,ACTV,SGD,0.052,1.1219,20,Industrials,2010,Capital Goods,0.8002
6287368,FEDI SP Equity,1000,ACTV,SGD,0.036,1.09346,20,Industrials,2010,Capital Goods,0.8002
6287915,HFC SP Equity,1000,ACTV,SGD,0.94,1.023973,40,Financials,4040,Real Estate,0.8002
6290054,66 HK Equity,500,ACTV,HKD,30.4,0.7239567,20,Industrials,2030,Transportation,0.12901
6290117,29 HK Equity,2000,ACTV,HKD,3.19,0.3947584,40,Financials,4040,Real Estate,0.12901
6290537,1173 HK Equity,20000,ACTV,HKD,0.29,0.6030763,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6290634,PAC SP Equity,1000,ACTV,SGD,0.26,0.595547,40,Financials,4020,Diversified Financials,0.8002
6291563,406 HK Equity,2000,ACTV,HKD,1.65,0.5611205,20,Industrials,2010,Capital Goods,0.12901
6291819,386 HK Equity,2000,ACTV,HKD,7.59,1.181101,10,Energy,1010,Energy,0.12901
6291938,8095 HK Equity,1000,ACTV,HKD,0.66,0.3899417,45,Information Technology,4510,Software & Services,0.12901
6292243,SLG SP Equity,1000,ACTV,SGD,0.865,0.5919154,40,Financials,4040,Real Estate,0.8002
6292306,365 HK Equity,2000,ACTV,HKD,0.71,0.6903969,20,Industrials,2010,Capital Goods,0.12901
6292317,335 HK Equity,2000,ACTV,HKD,1.14,0.3730856,40,Financials,4020,Diversified Financials,0.12901
6294380,UOBK SP Equity,1000,ACTV,SGD,1.61,0.4684339,40,Financials,4020,Diversified Financials,0.8002
6295048,1666 HK Equity,1000,ACTV,HKD,11.08,0.4936328,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
6297000,QIAN SP Equity,1000,ACTV,SGD,0.084,0.391421,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.8002
6298166,EH SP Equity,1000,ACTV,SGD,0.305,0.270733,25,Consumer Discretionary,2540,Media,0.8002
6298188,ELEC SP Equity,1000,ACTV,USD,1.51,0.6680791,45,Information Technology,4520,Technology Hardware & Equipmen,1
6300522,544 HK Equity,20000,ACTV,HKD,0.114,0.8463658,20,Industrials,2020,Commercial & Professional Serv,0.12901
6302294,103 HK Equity,2000,ACTV,HKD,0.4,0.8476078,15,Materials,1510,Materials,0.12901
6303866,SGX SP Equity,1000,ACTV,SGD,7.11,0.900187,40,Financials,4020,Diversified Financials,0.8002
6307006,JASP SP Equity,1000,ACTV,SGD,0.033,0.8559297,10,Energy,1010,Energy,0.8002
6307460,156 HK Equity,10000,SUSP,HKD,0.385,0.4136569,40,Financials,4040,Real Estate,0.12901
6308098,1046 HK Equity,5000,ACTV,HKD,0.137,0.7338928,25,Consumer Discretionary,2540,Media,0.12901
6309303,CAPL SP Equity,1000,ACTV,SGD,3.36,1.24057,40,Financials,4040,Real Estate,0.8002
6311223,SSCL SP Equity,1000,ACTV,SGD,0.24,0.5347748,20,Industrials,2030,Transportation,0.8002
6311933,1100 HK Equity,2000,ACTV,HKD,0.88,0.2900317,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6312572,211 HK Equity,10000,ACTV,HKD,0.145,0.7892371,40,Financials,4020,Diversified Financials,0.12901
6312981,678 HK Equity,1000,ACTV,HKD,3.01,0.5762807,25,Consumer Discretionary,2530,Consumer Services,0.12901
6313478,KWAN SP Equity,1000,ACTV,SGD,0.315,0.6232638,20,Industrials,2010,Capital Goods,0.8002
6314103,571 HK Equity,2000,ACTV,HKD,0.92,1.055049,25,Consumer Discretionary,2540,Media,0.12901
6314307,AEM SP Equity,1000,ACTV,SGD,0.054,0.6537545,45,Information Technology,4530,Semiconductors & Semiconductor,0.8002
6314437,361 HK Equity,2000,ACTV,HKD,0.56,0.1825618,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6314567,380 HK Equity,20000,ACTV,HKD,0.033,0.7396438,20,Industrials,2010,Capital Goods,0.12901
6317339,831 HK Equity,2000,ACTV,HKD,5.52,0.3438036,30,Consumer Staples,3010,Food & Staples Retailing,0.12901
6320058,HYF SP Equity,1000,ACTV,SGD,1.155,0.6460588,55,Utilities,5510,Utilities,0.8002
6321501,128 HK Equity,4000,ACTV,HKD,0.465,0.9873818,25,Consumer Discretionary,2550,Retailing,0.12901
6321642,330 HK Equity,100,ACTV,HKD,12.04,0.5768331,25,Consumer Discretionary,2550,Retailing,0.12901
6321954,696 HK Equity,1000,ACTV,HKD,7.21,0.4466127,45,Information Technology,4510,Software & Services,0.12901
6322333,LCD SP Equity,1000,ACTV,SGD,0.285,0.5993608,25,Consumer Discretionary,2530,Consumer Services,0.8002
6327424,ECS SP Equity,1000,ACTV,SGD,0.58,0.7919626,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6327587,268 HK Equity,2000,ACTV,HKD,2.64,0.7955418,45,Information Technology,4510,Software & Services,0.12901
6327770,2330 HK Equity,4000,ACTV,HKD,0.395,0.6507105,20,Industrials,2010,Capital Goods,0.12901
6330701,8092 HK Equity,4000,ACTV,HKD,0.123,0.6715757,45,Information Technology,4510,Software & Services,0.12901
6331395,37 HK Equity,2000,ACTV,HKD,0.219,0.4921187,25,Consumer Discretionary,2530,Consumer Services,0.12901
6331555,35 HK Equity,1000,ACTV,HKD,3.04,0.625828,40,Financials,4040,Real Estate,0.12901
6331618,232 HK Equity,2000,ACTV,HKD,0.36,1.12699,20,Industrials,2010,Capital Goods,0.12901
6333937,2688 HK Equity,2000,ACTV,HKD,60.1,0.7070286,55,Utilities,5510,Utilities,0.12901
6334479,SCIN SP Equity,1000,SUSP,SGD,0.001,0.8892222,20,Industrials,2010,Capital Goods,0.8002
6335364,IP SP Equity,1000,ACTV,SGD,0.225,0.8617433,20,Industrials,2010,Capital Goods,0.8002
6336527,809 HK Equity,2000,ACTV,HKD,0.29,0.7581536,30,Consumer Staples,3020,Food Beverage & Tobacco,0.12901
6338374,UFH SP Equity,1000,ACTV,SGD,0.073,0.5172504,30,Consumer Staples,3020,Food Beverage & Tobacco,0.8002
6338590,GLL SP Equity,1000,ACTV,SGD,1.015,0.8819006,25,Consumer Discretionary,2530,Consumer Services,0.8002
6339872,142 HK Equity,2000,ACTV,HKD,8.93,0.9146287,40,Financials,4020,Diversified Financials,0.12901
6340078,135 HK Equity,2000,ACTV,HKD,13.36,0.8010914,10,Energy,1010,Energy,0.12901
6341491,TEE SP Equity,1000,ACTV,SGD,0.27,1.023398,20,Industrials,2010,Capital Goods,0.8002
6342494,DGI SP Equity,1000,ACTV,SGD,0.073,0.1918936,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6343334,8153 HK Equity,2000,ACTV,HKD,0.056,1.099291,20,Industrials,2010,Capital Goods,0.12901
6344081,366 HK Equity,2000,ACTV,HKD,2.06,0.5656729,15,Materials,1510,Materials,0.12901
6345460,1083 HK Equity,1000,ACTV,HKD,9.12,0.5571372,55,Utilities,5510,Utilities,0.12901
6345813,290 HK Equity,2000,ACTV,HKD,0.237,1.088562,40,Financials,4020,Diversified Financials,0.12901
6346184,VIBG SP Equity,1000,ACTV,SGD,0.119,0.8812481,20,Industrials,2030,Transportation,0.8002
6346504,8045 HK Equity,6000,ACTV,HKD,0.28,0.2706573,45,Information Technology,4510,Software & Services,0.12901
6346571,362 HK Equity,10000,ACTV,HKD,0.32,0.3482658,15,Materials,1510,Materials,0.12901
6347110,SRE SP Equity,1000,ACTV,SGD,0.29,0.7297449,40,Financials,4030,Insurance,0.8002
6347615,8051 HK Equity,1000,ACTV,HKD,3.87,0.4063619,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6348038,374 HK Equity,2000,ACTV,HKD,4.5,0.4191743,30,Consumer Staples,3020,Food Beverage & Tobacco,0.12901
6348210,1213 HK Equity,2000,ACTV,HKD,1.05,0.4119211,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6349053,420 HK Equity,2000,ACTV,HKD,0.99,0.7637691,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6350129,704 HK Equity,2000,ACTV,HKD,0.116,0.4960654,10,Energy,1010,Energy,0.12901
6351865,861 HK Equity,1000,ACTV,HKD,7.78,0.973443,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6352073,933 HK Equity,1000,ACTV,HKD,2.65,0.5550323,10,Energy,1010,Energy,0.12901
6352233,702 HK Equity,5000,ACTV,HKD,0.241,0.4377404,10,Energy,1010,Energy,0.12901
6352341,1195 HK Equity,4000,ACTV,HKD,0.86,0.8369108,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6352426,8049 HK Equity,4000,ACTV,HKD,3.15,0.2369063,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
6353366,UMSH SP Equity,1000,ACTV,SGD,0.57,0.4067895,45,Information Technology,4530,Semiconductors & Semiconductor,0.8002
6354251,1199 HK Equity,2000,ACTV,HKD,11.56,1.157205,20,Industrials,2030,Transportation,0.12901
6354411,FUYU SP Equity,1000,ACTV,SGD,0.096,0.760217,20,Industrials,2010,Capital Goods,0.8002
6354671,639 HK Equity,2000,ACTV,HKD,2.19,0.8800891,15,Materials,1510,Materials,0.12901
6358037,GKG SP Equity,1000,ACTV,SGD,0.885,0.4752785,40,Financials,4020,Diversified Financials,0.8002
6358275,GBY SP Equity,1000,ACTV,SGD,0.26,0.4295996,20,Industrials,2010,Capital Goods,0.8002
6358996,FJB SP Equity,1000,ACTV,SGD,0.196,0.5694115,25,Consumer Discretionary,2550,Retailing,0.8002
6359524,APOIL SP Equity,1000,ACTV,SGD,0.21,0.4586544,15,Materials,1510,Materials,0.8002
6361756,393 HK Equity,2000,ACTV,HKD,1.73,0.5675614,25,Consumer Discretionary,2550,Retailing,0.12901
6366795,GENS SP Equity,1000,ACTV,SGD,1.285,0.9776045,25,Consumer Discretionary,2530,Consumer Services,0.8002
6368843,889 HK Equity,2000,ACTV,HKD,1.35,0.4968165,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6369233,1205 HK Equity,2000,ACTV,HKD,1.15,0.8637933,20,Industrials,2010,Capital Goods,0.12901
6369705,340 HK Equity,2000,ACTV,HKD,0.077,0.49885,30,Consumer Staples,3020,Food Beverage & Tobacco,0.12901
6370235,TGL SP Equity,1000,ACTV,SGD,0.007,0.6724544,40,Financials,4040,Real Estate,0.8002
6370291,1061 HK Equity,4000,ACTV,HKD,2.74,0.6556942,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
6370321,888 HK Equity,2000,ACTV,HKD,0.86,0.542938,25,Consumer Discretionary,2540,Media,0.12901
6371755,WAE SP Equity,1000,ACTV,SGD,0.153,0.6846854,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6371788,FISC SP Equity,1000,ACTV,SGD,0.156,0.5070641,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6373988,2362 HK Equity,1000,ACTV,HKD,0.85,0.3156742,20,Industrials,2010,Capital Goods,0.12901
6374453,533 HK Equity,1000,ACTV,HKD,3.47,0.5159729,25,Consumer Discretionary,2550,Retailing,0.12901
6375735,40 HK Equity,1000,ACTV,HKD,0.76,0.5744465,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6376192,677 HK Equity,2000,ACTV,HKD,0.45,0.4269963,30,Consumer Staples,3010,Food & Staples Retailing,0.12901
6378466,265 HK Equity,5000,SUSP,HKD,0.79,0.7115101,25,Consumer Discretionary,2530,Consumer Services,0.12901
6378831,8158 HK Equity,5000,ACTV,HKD,0.295,0.8044851,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
6380159,GRP SP Equity,1000,ACTV,SGD,0.103,1.541701,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6382188,8150 HK Equity,10000,ACTV,HKD,0.68,0.2128187,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6382467,GP SP Equity,1000,ACTV,SGD,0.74,0.6016428,30,Consumer Staples,3030,Household & Personal Products,0.8002
6382672,147 HK Equity,5000,ACTV,HKD,0.285,0.2564852,20,Industrials,2010,Capital Goods,0.12901
6383158,143 HK Equity,2000,ACTV,HKD,0.124,-0.205575,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6383181,GTH SP Equity,1000,ACTV,SGD,0.017,1.132978,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6383244,GPI SP Equity,1000,ACTV,SGD,0.51,0.4199034,45,Information Technology,4520,Technology Hardware & Equipmen,0.8002
6386221,472 HK Equity,10000,ACTV,HKD,0.4,0.6071532,30,Consumer Staples,3020,Food Beverage & Tobacco,0.12901
6387406,41 HK Equity,1000,ACTV,HKD,28.15,0.7225533,40,Financials,4040,Real Estate,0.12901
6388573,1058 HK Equity,2000,ACTV,HKD,0.56,0.2688086,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6388700,525 HK Equity,2000,ACTV,HKD,3.58,0.8087469,20,Industrials,2030,Transportation,0.12901
6388755,SER SP Equity,1000,ACTV,SGD,0.081,0.666409,20,Industrials,2030,Transportation,0.8002
6390363,53 HK Equity,1000,ACTV,HKD,95.95,0.553204,40,Financials,4020,Diversified Financials,0.12901
6391935,921 HK Equity,1000,ACTV,HKD,9.84,0.8775691,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6391968,65 HK Equity,4000,ACTV,HKD,0.216,0.7738792,15,Materials,1510,Materials,0.12901
6392422,123 HK Equity,2000,ACTV,HKD,1.75,1.036814,40,Financials,4040,Real Estate,0.12901
6392864,601 HK Equity,2000,ACTV,HKD,0.265,0.5966265,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6393317,317 HK Equity,2000,SUSP,HKD,13.728,0.8625476,20,Industrials,2010,Capital Goods,0.12901
6397319,755 HK Equity,5000,ACTV,HKD,0.118,0.9486843,40,Financials,4040,Real Estate,0.12901
6397676,8076 HK Equity,5000,ACTV,HKD,0.242,0.9606304,45,Information Technology,4510,Software & Services,0.12901
6397687,TSP SP Equity,1000,ACTV,SGD,0.37,0.09548654,15,Materials,1510,Materials,0.8002
6398787,1052 HK Equity,2000,ACTV,HKD,4.94,0.730683,20,Industrials,2030,Transportation,0.12901
6400132,404 HK Equity,2000,ACTV,HKD,1.04,0.7579598,20,Industrials,2010,Capital Goods,0.12901
6408352,10 HK Equity,1000,ACTV,HKD,42,0.7609113,40,Financials,4040,Real Estate,0.12901
6408374,11 HK Equity,100,ACTV,HKD,131.4,0.7645579,40,Financials,4010,Banks,0.12901
6408954,51 HK Equity,1000,ACTV,HKD,13.84,0.5529258,25,Consumer Discretionary,2530,Consumer Services,0.12901
6410324,698 HK Equity,10000,ACTV,HKD,1.17,0.4966223,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6412632,715 HK Equity,2000,SUSP,HKD,0.65,0.4262859,40,Financials,4040,Real Estate,0.12901
6413118,726 HK Equity,2000,ACTV,HKD,0.35,0.32004,40,Financials,4040,Real Estate,0.12901
6415523,HPAR SP Equity,1000,ACTV,SGD,8.49,0.5098543,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.8002
6416139,144 HK Equity,2000,ACTV,HKD,25.75,1.049359,20,Industrials,2030,Transportation,0.12901
6416872,282 HK Equity,2000,ACTV,HKD,0.98,1.021308,25,Consumer Discretionary,2540,Media,0.12901
6417778,1026 HK Equity,10000,ACTV,HKD,0.425,0.4245339,45,Information Technology,4510,Software & Services,0.12901
6418113,1371 HK Equity,20000,ACTV,HKD,0.63,0.6535982,25,Consumer Discretionary,2530,Consumer Services,0.12901
6419183,248 HK Equity,4000,ACTV,HKD,0.355,0.2665698,25,Consumer Discretionary,2550,Retailing,0.12901
6419202,690 HK Equity,20000,ACTV,HKD,0.217,1.003113,35,Health Care,3520,"Pharmaceuticals, Biotechnology",0.12901
6420077,459 HK Equity,10000,ACTV,HKD,0.042,0.7054646,40,Financials,4040,Real Estate,0.12901
6420129,CT SP Equity,1000,ACTV,SGD,1.965,0.8004811,40,Financials,4040,Real Estate,0.8002
6420538,12 HK Equity,1000,ACTV,HKD,49.6,0.9394851,40,Financials,4040,Real Estate,0.12901
6420572,114 HK Equity,5000,ACTV,HKD,0.98,0.2441367,25,Consumer Discretionary,2520,Consumer Durables & Apparel,0.12901
6422761,1133 HK Equity,2000,ACTV,HKD,5.26,0.9788157,20,Industrials,2010,Capital Goods,0.12901
6423098,629 HK Equity,1000,ACTV,HKD,0.41,0.6976368,15,Materials,1510,Materials,0.12901
6423441,197 HK Equity,5000,ACTV,HKD,0.134,0.6423912,30,Consumer Staples,3010,Food & Staples Retailing,0.12901
6424303,100 HK Equity,1000,ACTV,HKD,8.01,0.3587418,25,Consumer Discretionary,2540,Media,0.12901
6424701,8169 HK Equity,10000,ACTV,HKD,0.19,0.2693453,20,Industrials,2020,Commercial & Professional Serv,0.12901
6424789,8165 HK Equity,10000,ACTV,HKD,0.065,0.600431,45,Information Technology,4510,Software & Services,0.12901
6425395,2600 HK Equity,2000,ACTV,HKD,3.54,1.290962,15,Materials,1510,Materials,0.12901
6425555,8021 HK Equity,10000,ACTV,HKD,0.075,0.2207505,20,Industrials,2010,Capital Goods,0.12901
6427841,8066 HK Equity,5000,ACTV,HKD,0.233,0.09653711,45,Information Technology,4520,Technology Hardware & Equipmen,0.12901
6430173,612 HK Equity,8000,ACTV,HKD,0.34,0.6738796,40,Financials,4020,Diversified Financials,0.12901
